,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,target,pred_prob_logreg,P_Rank_logreg,pred_prob_dtree,P_Rank_tree,pred_prob_rf,P_Rank_rf,pred_prob_gbm,P_Rank_GBM,pred_prob_stacking,P_Rank_stacking,Tenure_Rank,Tenure_Segment,MonthlyCharges_Rank,Monthly_Charge_Segment,Predicted_Churn_Rank
2655,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,365.65,1,0.46112437333507245,8,0.5555555555555556,9,0.5322931625079874,9,0.744108152547902,10,0.6154907653492039,9,2,Low Tenure,8,High Charges,Top 3
2729,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,1,0.7746463308305973,10,0.6728110599078341,9,0.7140588192250309,10,0.8249779477091091,10,0.817058084945206,10,2,Low Tenure,8,High Charges,Top 3
2741,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,1,0.8000359730236655,10,0.6728110599078341,9,0.6839116131725776,10,0.7983393320332759,10,0.788367736063432,10,2,Low Tenure,8,High Charges,Top 3
2745,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,86.05,1,0.8170769133279642,10,0.8842105263157894,10,0.766194948227963,10,0.925503384137525,10,0.8648988684003975,10,1,Low Tenure,8,High Charges,Top 3
2770,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1515.1,1,0.6730756516461754,10,0.6728110599078341,9,0.5430537337801749,9,0.5675312055127965,9,0.5931567913818725,9,4,Low Tenure,8,High Charges,Top 3
2815,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,1,0.5527632283370102,9,0.5555555555555556,9,0.6063653906390386,9,0.7215369358941119,10,0.6987598184569769,10,2,Low Tenure,8,High Charges,Top 3
2845,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,0,0.5398491289077131,9,0.6728110599078341,9,0.5726572576738134,9,0.4099685484463949,8,0.5984514578674385,9,3,Low Tenure,8,High Charges,Top 3
2868,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,0,0.5408610277558766,9,0.6728110599078341,9,0.5013336771845678,9,0.47944909951392933,8,0.5205936966933057,9,5,Low Tenure,8,High Charges,Top 3
2869,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,1,0.7522735870453512,10,0.6728110599078341,9,0.6885235952609436,10,0.7413816279862734,10,0.7843146230436991,10,2,Low Tenure,8,High Charges,Top 3
2871,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,1235.55,1,0.7075418871332064,10,0.6728110599078341,9,0.6031551632087578,9,0.634336572683696,9,0.6792588464527314,9,4,Low Tenure,8,High Charges,Top 3
2907,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1820.45,1,0.5653796804659967,9,0.31561461794019935,7,0.3831413800175508,8,0.44736044734163455,8,0.36184488147128424,8,5,Low Tenure,8,High Charges,Top 3
2912,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,0,0.5745778039389827,9,0.6728110599078341,9,0.4713516751024154,8,0.437801797547801,8,0.4723050338733813,8,6,Low Tenure,8,High Charges,Top 3
2922,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.35,2602.9,1,0.36253349813734914,7,0.31561461794019935,7,0.32347565496671044,7,0.4510083104045682,8,0.29348451327396924,7,5,Low Tenure,8,High Charges,Top 3
2955,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,635.6,1,0.7532109149911487,10,0.6728110599078341,9,0.677316253855316,10,0.7445289287275484,10,0.774629039916488,10,3,Low Tenure,8,High Charges,Top 3
2968,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,0,0.6017720733642533,9,0.5294117647058824,9,0.6503141366782866,10,0.5662344615992816,9,0.7192737067800645,10,2,Low Tenure,8,High Charges,Top 3
2997,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,6143.15,1,0.3007520275011049,7,0.4074074074074074,8,0.35189605686887193,7,0.5588518859727761,9,0.34588853161518934,8,9,High Tenure,8,High Charges,Top 3
3004,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,89.15,1,0.5599939183131226,9,1.0,10,0.656556023385026,10,0.8331722326593799,10,0.7686392607907625,10,1,Low Tenure,8,High Charges,Top 3
3078,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,1,0.8111910811454442,10,0.6728110599078341,9,0.7188396604025005,10,0.8249779477091091,10,0.8207918921874111,10,2,Low Tenure,8,High Charges,Top 3
3087,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,1,0.7454822997217867,10,0.6728110599078341,9,0.6720503558910957,10,0.6972122310045141,9,0.7625444887412522,10,3,Low Tenure,8,High Charges,Top 3
3119,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,1,0.5241945284821429,9,0.31561461794019935,7,0.37989515536135504,8,0.5637036899026929,9,0.38093826237349365,8,6,Low Tenure,8,High Charges,Top 3
3187,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,0,0.47464523009983717,8,0.4074074074074074,8,0.43674959766146393,8,0.4330950871191668,8,0.42625653711731565,8,6,Low Tenure,8,High Charges,Top 3
3209,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,1,0.7849668564710183,10,0.8842105263157894,10,0.7669859734038722,10,0.9213989182740113,10,0.8649779951338862,10,1,Low Tenure,8,High Charges,Top 3
3229,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,1,0.722295182244994,10,0.6728110599078341,9,0.6379601367277032,10,0.6385130380508158,9,0.7185404784315149,10,4,Low Tenure,8,High Charges,Top 3
3248,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,1,0.7716876239280853,10,0.6728110599078341,9,0.6666272429619692,10,0.724791986113805,10,0.7616162658311799,10,3,Low Tenure,8,High Charges,Top 3
3262,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,1,0.41044682494778745,8,0.8,10,0.4524091500667059,8,0.5842131932812382,9,0.4784614219462916,8,6,Low Tenure,8,High Charges,Top 3
3264,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35,0,0.5987622260671386,9,0.6728110599078341,9,0.5721344597670349,9,0.6082091287955685,9,0.6375565944880762,9,3,Low Tenure,8,High Charges,Top 3
3325,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,1,0.7634288531811988,10,0.6728110599078341,9,0.6986745735866038,10,0.8237834638805016,10,0.8044744851488914,10,2,Low Tenure,8,High Charges,Top 3
3338,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,1,0.6025076011788183,9,0.6728110599078341,9,0.5801092907202174,9,0.5512750092918176,9,0.6360780031791254,9,4,Low Tenure,8,High Charges,Top 3
3366,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,0,0.4928214665628318,8,0.6728110599078341,9,0.40662235337809366,8,0.4393206124047885,8,0.38923542062723565,8,6,Low Tenure,8,High Charges,Top 3
3402,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,1,0.7082778277878092,10,0.6728110599078341,9,0.6747502248977192,10,0.7142959826764894,10,0.7677094469241625,10,2,Low Tenure,8,High Charges,Top 3
3413,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,0,0.4888357202790366,8,0.31561461794019935,7,0.35903951471699286,7,0.45479102678587136,8,0.33447982297169515,8,6,Low Tenure,8,High Charges,Top 3
3424,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,1,0.7310174560925944,10,0.6728110599078341,9,0.6744333802985949,10,0.7478029887575371,10,0.7724567457520803,10,3,Low Tenure,8,High Charges,Top 3
3455,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,1,0.7830138770042776,10,0.8842105263157894,10,0.7669859734038722,10,0.8987914858502719,10,0.8627178279772567,10,1,Low Tenure,8,High Charges,Top 3
3458,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,1,0.5653547748426341,9,0.31561461794019935,7,0.37840008631542443,8,0.3812587847968383,8,0.34332166167824457,8,5,Low Tenure,8,High Charges,Top 3
3467,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,1,0.7997153087749552,10,0.6728110599078341,9,0.6880866808290339,10,0.8003620145163898,10,0.7922964214751873,10,2,Low Tenure,8,High Charges,Top 3
3469,Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,0,0.7503035425710916,10,0.6728110599078341,9,0.6053395304403586,9,0.57082168998531,9,0.6699331989390358,9,4,Low Tenure,8,High Charges,Top 3
3544,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,1,0.4166476425461274,8,0.5294117647058824,9,0.44048985665639473,8,0.494430130468217,8,0.4439109575322447,8,6,Low Tenure,8,High Charges,Top 3
3562,Male,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,502.6,1,0.7492953469383318,10,0.6728110599078341,9,0.6662997634762451,10,0.764998376480322,10,0.7674580408289509,10,2,Low Tenure,8,High Charges,Top 3
3563,Male,1,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.5,2595.85,0,0.3980520813237808,8,0.31561461794019935,7,0.34869549103505615,7,0.3977175431582432,8,0.3119565504665165,7,6,Low Tenure,8,High Charges,Top 3
3567,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,1,0.3948355085165477,8,0.8461538461538461,10,0.4196374907749042,8,0.4715522755427373,8,0.4122723769420127,8,4,Low Tenure,8,High Charges,Top 3
3591,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,181.65,1,0.4512288420528375,8,0.6728110599078341,9,0.5707048144506137,9,0.6071458451245413,9,0.6356055051135285,9,2,Low Tenure,8,High Charges,Top 3
3663,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,0,0.638180574459909,9,0.5555555555555556,9,0.5630982012500477,9,0.6259170746078282,9,0.6300039392629524,9,3,Low Tenure,8,High Charges,Top 3
3726,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,1,0.4782173785671854,8,0.31561461794019935,7,0.41214211504301573,8,0.4245142612122969,8,0.3931618102902196,8,4,Low Tenure,8,High Charges,Top 3
3745,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669.0,1,0.6957056895053492,10,0.6728110599078341,9,0.6502773062501248,10,0.7758748618864013,10,0.7537789283302441,10,3,Low Tenure,8,High Charges,Top 3
3749,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,1,0.8156370648857602,10,0.6728110599078341,9,0.7210240978971072,10,0.8217408229900977,10,0.8220758702866368,10,2,Low Tenure,8,High Charges,Top 3
3759,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,1,0.6637745615869188,10,0.8095238095238095,10,0.6141236984733262,10,0.6681786307624578,9,0.6978130318492972,10,3,Low Tenure,8,High Charges,Top 3
3785,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,914.3,1,0.7728909971886277,10,0.6728110599078341,9,0.6640929427380581,10,0.7414511307086176,10,0.7617638140962856,10,3,Low Tenure,8,High Charges,Top 3
3792,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,1,0.6811620922352067,10,0.6728110599078341,9,0.5250597514267202,9,0.6050026149270129,9,0.5778880979473018,9,5,Low Tenure,8,High Charges,Top 3
3822,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,0,0.5674079863479592,9,0.5555555555555556,9,0.5475635446982706,9,0.4810183494156509,8,0.581088862278959,9,3,Low Tenure,8,High Charges,Top 3
3831,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,1,0.42378270923475325,8,0.6728110599078341,9,0.39982304106610966,8,0.5584805486575427,9,0.4049097857534302,8,5,Low Tenure,8,High Charges,Top 3
3884,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,1594.75,0,0.5630115706058704,9,0.6728110599078341,9,0.4694731285375154,8,0.4523745708255565,8,0.47292645886613377,8,4,Low Tenure,8,High Charges,Top 3
3918,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,1,0.6507525875762337,9,0.6728110599078341,9,0.5216938012439375,9,0.6083284186426324,9,0.5742490449698502,9,5,Low Tenure,8,High Charges,Top 3
3919,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,1,0.7098378607083757,10,0.8095238095238095,10,0.6356659093426589,10,0.7635268639687486,10,0.7371903020108456,10,3,Low Tenure,8,High Charges,Top 3
3975,Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,1,0.6216574938408481,9,0.31561461794019935,7,0.4084167565357173,8,0.4453005363612912,8,0.39269614923089996,8,5,Low Tenure,8,High Charges,Top 3
3978,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.7,237.65,0,0.5649987889764274,9,0.5555555555555556,9,0.6010058509759499,9,0.4675931641109878,8,0.6450406307072812,9,2,Low Tenure,8,High Charges,Top 3
3990,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45,0,0.7158770814201935,10,0.6728110599078341,9,0.6076449364933175,10,0.5903597485071719,9,0.6762592299383928,9,4,Low Tenure,8,High Charges,Top 3
3991,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,1,0.5950005955103437,9,0.6728110599078341,9,0.6421025159518366,10,0.7453202843936912,10,0.7407443337541109,10,2,Low Tenure,8,High Charges,Top 3
4039,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,0,0.7568774750928252,10,0.6728110599078341,9,0.677316253855316,10,0.6055953352044372,9,0.7533460239696921,10,3,Low Tenure,8,High Charges,Top 3
4106,Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,1,0.7034376563138246,10,0.6728110599078341,9,0.5168995031266662,9,0.5939394827094642,9,0.5650606044304884,9,5,Low Tenure,8,High Charges,Top 3
4150,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,0,0.7892836686052127,10,0.6728110599078341,10,0.6727113703930212,10,0.7692400119447272,10,0.7740614422535189,10,3,Low Tenure,8,High Charges,Top 3
4165,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,0,0.5874932805836428,9,0.8095238095238095,10,0.6089484356676094,10,0.6553739038430684,9,0.6897098273602242,10,3,Low Tenure,8,High Charges,Top 3
4173,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,0,0.7185698893928747,10,0.6728110599078341,10,0.6327234923189491,10,0.6338986653527633,9,0.7121255900189722,10,4,Low Tenure,8,High Charges,Top 3
4204,Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,0,0.7415402546915821,10,0.6728110599078341,10,0.6673609064586071,10,0.6316191740694598,9,0.7476702397819086,10,2,Low Tenure,8,High Charges,Top 3
4212,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,1,0.6886347921587394,10,0.8842105263157894,10,0.7384108024651468,10,0.906415374300233,10,0.8447529253639343,10,1,Low Tenure,8,High Charges,Top 3
4214,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,1,0.7097757803750027,10,0.6728110599078341,10,0.6778641495718131,10,0.8375039821574713,10,0.788607843944011,10,2,Low Tenure,8,High Charges,Top 3
4240,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,1,0.6857883339409313,10,0.6728110599078341,10,0.6429010434668622,10,0.654736702793549,9,0.7265219803694158,10,3,Low Tenure,8,High Charges,Top 3
4253,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,0,0.6265007181550334,9,0.6728110599078341,10,0.5056335078418702,9,0.5863571367540711,9,0.5488298215643314,9,5,Low Tenure,8,High Charges,Top 3
4286,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,0,0.605173925561862,9,0.6728110599078341,10,0.5709441907456395,9,0.45336446959861915,8,0.605128968187934,9,3,Low Tenure,8,High Charges,Top 3
4288,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,1,0.6499959811376349,9,0.5294117647058824,9,0.6735708559411612,10,0.784549406364083,10,0.7771143275458636,10,2,Low Tenure,8,High Charges,Top 3
4293,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,1,0.5964360036171192,9,0.8461538461538461,10,0.5201329983545862,9,0.6929111758579486,9,0.5897389231039416,9,4,Low Tenure,8,High Charges,Top 3
4326,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,1,0.7821517048015877,10,0.8842105263157894,10,0.7638720487297783,10,0.8347333639089812,10,0.8541087186213764,10,1,Low Tenure,8,High Charges,Top 3
4393,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,1,0.6589969807163392,9,0.6728110599078341,10,0.5238527122352559,9,0.6053189135976946,9,0.5764022022638299,9,5,Low Tenure,8,High Charges,Top 3
4404,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,0,0.5694923657001184,9,0.6728110599078341,10,0.5031716509942864,9,0.4987670249362611,8,0.527104102591533,9,5,Low Tenure,8,High Charges,Top 3
4413,Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,1,0.6657276877804916,10,0.6728110599078341,10,0.5433318963166035,9,0.5073332693002336,8,0.5811085255690781,9,4,Low Tenure,8,High Charges,Top 3
4461,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,0,0.4843346055056546,8,0.6728110599078341,10,0.4515338630295524,8,0.5139727724586386,8,0.46243976821583843,8,6,Low Tenure,8,High Charges,Top 3
4462,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,1,0.6904954236883721,10,0.6728110599078341,10,0.5774323174942666,9,0.6144842856299711,9,0.6452014112686727,9,4,Low Tenure,8,High Charges,Top 3
4513,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,1,0.01344406080487335,1,0.5,8,0.1130573069618861,4,0.5708261186454137,9,0.13182362340026213,5,10,High Tenure,8,High Charges,Top 3
4538,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,1,0.5498358272068183,9,0.5294117647058824,9,0.6525154475334963,10,0.7245358273262549,10,0.7478196877263869,10,2,Low Tenure,8,High Charges,Top 3
4560,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.35,767.9,0,0.6149057373641101,9,0.6728110599078341,10,0.5096816142441863,9,0.41532593966703946,8,0.5179629039196005,9,3,Low Tenure,8,High Charges,Top 3
4631,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,1,0.7596108642106878,10,0.6728110599078341,10,0.6938977260966959,10,0.857869603145527,10,0.805073878153475,10,2,Low Tenure,8,High Charges,Top 3
4639,Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,0,0.6860663775634905,10,0.6728110599078341,10,0.5266707202203859,9,0.6002168305366011,9,0.5789651265658421,9,5,Low Tenure,8,High Charges,Top 3
4651,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,1,0.43059811334348647,8,0.2916666666666667,6,0.5123051644861035,9,0.3994066309223992,8,0.5180343370884999,9,4,Low Tenure,8,High Charges,Top 3
4678,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,1,0.7163448924364092,10,0.8095238095238095,10,0.6689061788664148,10,0.8428465620507529,10,0.7814121190666948,10,2,Low Tenure,8,High Charges,Top 3
4682,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,1,0.45446726555203504,8,0.31561461794019935,7,0.360694225058309,7,0.5203601981126519,8,0.34897650856638246,8,5,Low Tenure,8,High Charges,Top 3
4683,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,0,0.657783831309728,9,0.6728110599078341,10,0.5302796749605759,9,0.5693943660020979,9,0.5772109762712758,9,5,Low Tenure,8,High Charges,Top 3
4800,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94.0,1,0.8196201869460662,10,0.8842105263157894,10,0.7711441544904726,10,0.891392054181872,10,0.8645562915252488,10,1,Low Tenure,8,High Charges,Top 3
4810,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,1,0.5774955561548435,9,0.5294117647058824,9,0.5568183429019838,9,0.44220971098187106,8,0.584919219212806,9,4,Low Tenure,8,High Charges,Top 3
4814,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,1993.8,1,0.5344493748846223,9,0.6728110599078341,10,0.47871240211637256,8,0.5228145975920837,8,0.5000347155237551,8,5,Low Tenure,8,High Charges,Top 3
4848,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,1,0.6729739439996824,10,0.5555555555555556,9,0.6076978102316596,10,0.5996230936985125,9,0.6780415387416864,9,2,Low Tenure,8,High Charges,Top 3
4856,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,1,0.5156631629749541,8,0.6728110599078341,10,0.451603677459609,8,0.4855286134108735,8,0.4565262282310073,8,6,Low Tenure,8,High Charges,Top 3
4900,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,1,0.592286489717987,9,0.4074074074074074,8,0.48727349579847856,8,0.5800457296495185,9,0.5234522718434049,9,6,Low Tenure,8,High Charges,Top 3
4903,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,1,0.7039173223788356,10,0.6728110599078341,10,0.6714541369641648,10,0.8001441469806625,10,0.777479140500935,10,2,Low Tenure,8,High Charges,Top 3
